Subject	allstim-to-Action	allstim-to-LTM	allstim-to-Perception	allstim-to-Procedural	allstim-to-WM	rel-to-Action	rel-to-LTM	rel-to-Perception	rel-to-Procedural	rel-to-WM	
133625	0.000000	0.000000	0.857398	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.087101	
133827	0.000000	0.000000	0.935718	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.001104	
133928	0.000000	0.000000	0.439194	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.025402	
134324	0.000000	0.000000	0.394125	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.047981	
135225	0.000000	0.000000	1.728262	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.004969	
135528	0.000000	0.000000	0.925877	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.046731	
135932	0.000000	0.000000	1.503881	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.002977	
136227	0.000000	0.000000	0.408920	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.026121	
136833	0.000000	0.000000	0.605480	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.149263	
137027	0.000000	0.000000	0.572222	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.184991	
137128	0.000000	0.000000	1.442884	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.052720	
137633	0.000000	0.000000	0.505052	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.014458	
137936	0.000000	0.000000	0.220061	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.005671	
138231	0.000000	0.000000	0.906211	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.150926	
138534	0.000000	0.000000	1.175218	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.076289	
139233	0.000000	0.000000	0.513278	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.027480	
140117	0.000000	0.000000	0.871926	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.025197	
140420	0.000000	0.000000	1.134420	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000477	
994273	0.000000	0.000000	0.681652	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010088	
140824	0.000000	0.000000	0.164776	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.005104	
140925	0.000000	0.000000	0.211777	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003537	
141422	0.000000	0.000000	0.773129	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.009197	
141826	0.000000	0.000000	0.987796	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.115274	
142828	0.000000	0.000000	0.183954	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.034459	
143325	0.000000	0.000000	0.537364	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.004816	
144226	0.000000	0.000000	0.702161	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.003965	
144832	0.000000	0.000000	1.327132	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.016349	
145834	0.000000	0.000000	0.982836	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.008793	
146331	0.000000	0.000000	0.076115	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.005847	
146432	0.000000	0.000000	1.049163	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.082069	
147030	0.000000	0.000000	0.684778	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.039800	
147737	0.000000	0.000000	0.875583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.088127	
148032	0.000000	0.000000	1.175668	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.014055	
148335	0.000000	0.000000	0.500977	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.019586	
148840	0.000000	0.000000	0.941941	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000782	
148941	0.000000	0.000000	1.129760	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.044891	
149337	0.000000	0.000000	-0.296590	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.029811	
149539	0.000000	0.000000	0.499751	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004386	
149741	0.000000	0.000000	0.582644	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005434	
150524	0.000000	0.000000	1.450405	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.050106	
150625	0.000000	0.000000	0.406495	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.027435	
150726	0.000000	0.000000	2.213707	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.155918	
151223	0.000000	0.000000	0.222745	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.026202	
151526	0.000000	0.000000	0.216149	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.013764	
151627	0.000000	0.000000	0.872969	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.024116	
151728	0.000000	0.000000	0.489315	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.005043	
152831	0.000000	0.000000	1.624320	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.014074	
153025	0.000000	0.000000	0.635488	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.016546	
153429	0.000000	0.000000	0.889326	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.131412	
153833	0.000000	0.000000	0.217033	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.028695	
154734	0.000000	0.000000	1.323342	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.237793	
154835	0.000000	0.000000	1.007045	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.013663	
154936	0.000000	0.000000	0.186842	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.007316	
155231	0.000000	0.000000	1.276550	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.016587	
155635	0.000000	0.000000	0.746368	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.039467	
156233	0.000000	0.000000	0.033322	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.062561	
156637	0.000000	0.000000	0.659777	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.022758	
157336	0.000000	0.000000	0.283063	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.035786	
157437	0.000000	0.000000	0.441134	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.008271	
158035	0.000000	0.000000	1.141777	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.023216	
158136	0.000000	0.000000	0.706512	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.015296	
158540	0.000000	0.000000	0.414582	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.032268	
159138	0.000000	0.000000	0.319623	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011856	
159239	0.000000	0.000000	0.254536	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.065713	
159340	0.000000	0.000000	1.163503	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.015811	
159441	0.000000	0.000000	0.066791	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.012439	
160123	0.000000	0.000000	0.694061	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.012849	
160830	0.000000	0.000000	0.114631	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007511	
161327	0.000000	0.000000	-0.083794	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.003012	
161630	0.000000	0.000000	0.555399	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.102198	
161731	0.000000	0.000000	1.590227	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.011736	
162026	0.000000	0.000000	1.376803	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004828	
162228	0.000000	0.000000	1.066840	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.043332	
162329	0.000000	0.000000	0.306893	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.009415	
162733	0.000000	0.000000	0.615010	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.019881	
163129	0.000000	0.000000	1.090172	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.040529	
163331	0.000000	0.000000	0.721497	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.047376	
163432	0.000000	0.000000	1.301299	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.011098	
163836	0.000000	0.000000	0.210249	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.025634	
164030	0.000000	0.000000	0.878448	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.013992	
164131	0.000000	0.000000	0.252682	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.062054	
164939	0.000000	0.000000	0.503958	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.059253	
165032	0.000000	0.000000	1.091388	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.112777	
165840	0.000000	0.000000	0.309975	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.020346	
166438	0.000000	0.000000	1.044942	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.026048	
167036	0.000000	0.000000	0.757266	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.043230	
167743	0.000000	0.000000	0.880029	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.019452	
168139	0.000000	0.000000	0.043429	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.015968	
168341	0.000000	0.000000	0.836075	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.023546	
169444	0.000000	0.000000	1.321313	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.054162	
170934	0.000000	0.000000	0.780276	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.003545	
171633	0.000000	0.000000	0.126501	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001872	
172029	0.000000	0.000000	0.891690	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000693	
172130	0.000000	0.000000	1.722763	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.058042	
172332	0.000000	0.000000	1.015587	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.014843	
172534	0.000000	0.000000	0.392901	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.033360	
172938	0.000000	0.000000	0.137968	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013269	
173334	0.000000	0.000000	0.237561	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.032233	
173435	0.000000	0.000000	1.630567	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000652	
173536	0.000000	0.000000	1.148932	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004468	
173940	0.000000	0.000000	1.228374	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.045070	
175035	0.000000	0.000000	0.830941	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011159	
175439	0.000000	0.000000	1.327027	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001965	
176542	0.000000	0.000000	0.681162	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.064425	
177645	0.000000	0.000000	0.749867	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.120704	
177746	0.000000	0.000000	1.115946	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.039079	
178142	0.000000	0.000000	1.115274	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006623	
178748	0.000000	0.000000	0.284142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010314	
178849	0.000000	0.000000	0.309122	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.018858	
178950	0.000000	0.000000	0.280381	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.024531	
992774	0.000000	0.000000	0.702753	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.030284	
