100307,Action,160,116
100307,LTM,201,0
100307,Perception,224,191
100307,Procedural,109,0
100307,WM,257,0
100408,Action,145,129
100408,LTM,221,0
100408,Perception,177,159
100408,Procedural,123,0
100408,WM,248,0
101006,Action,234,148
101006,LTM,256,0
101006,Perception,215,211
101006,Procedural,123,0
101006,WM,243,0
101107,Action,227,123
101107,LTM,247,0
101107,Perception,190,42
101107,Procedural,122,0
101107,WM,154,0
101309,Action,135,114
101309,LTM,257,0
101309,Perception,240,137
101309,Procedural,123,0
101309,WM,257,0
101410,Action,257,133
101410,LTM,179,0
101410,Perception,244,170
101410,Procedural,117,0
101410,WM,153,0
101915,Action,243,240
101915,LTM,214,0
101915,Perception,224,158
101915,Procedural,122,0
101915,WM,257,0
102008,Action,116,109
102008,LTM,254,0
102008,Perception,231,217
102008,Procedural,112,0
102008,WM,257,0
102311,Action,180,85
102311,LTM,251,0
102311,Perception,163,151
102311,Procedural,123,0
102311,WM,257,0
102816,Action,141,34
102816,LTM,255,6
102816,Perception,127,59
102816,Procedural,123,0
102816,WM,184,0
103111,Action,232,44
103111,LTM,232,0
103111,Perception,204,141
103111,Procedural,123,0
103111,WM,201,0
103414,Action,257,145
103414,LTM,248,0
103414,Perception,142,70
103414,Procedural,120,0
103414,WM,145,0
103515,Action,201,170
103515,LTM,186,1
103515,Perception,234,168
103515,Procedural,123,0
103515,WM,197,0
103818,Action,131,51
103818,LTM,207,0
103818,Perception,191,110
103818,Procedural,123,0
103818,WM,198,0
104820,Action,126,99
104820,LTM,257,0
104820,Perception,194,190
104820,Procedural,123,4
104820,WM,219,0
105014,Action,131,126
105014,LTM,255,0
105014,Perception,248,233
105014,Procedural,123,0
105014,WM,256,0
105115,Action,143,114
105115,LTM,140,0
105115,Perception,218,195
105115,Procedural,123,0
105115,WM,112,0
105216,Action,137,107
105216,LTM,257,0
105216,Perception,134,97
105216,Procedural,113,0
105216,WM,248,0
106016,Action,257,176
106016,LTM,256,0
106016,Perception,176,70
106016,Procedural,86,0
106016,WM,223,0
106319,Action,256,213
106319,LTM,238,0
106319,Perception,145,134
106319,Procedural,112,0
106319,WM,128,0
106521,Action,235,78
106521,LTM,255,0
106521,Perception,196,163
106521,Procedural,123,0
106521,WM,227,0
107321,Action,195,74
107321,LTM,125,0
107321,Perception,132,109
107321,Procedural,123,1
107321,WM,257,0
107422,Action,101,65
107422,LTM,257,0
107422,Perception,238,71
107422,Procedural,96,0
107422,WM,257,0
108121,Action,251,67
108121,LTM,240,0
108121,Perception,164,100
108121,Procedural,123,0
108121,WM,257,0
108323,Action,254,211
108323,LTM,247,0
108323,Perception,153,150
108323,Procedural,123,0
108323,WM,123,0
108525,Action,248,122
108525,LTM,257,0
108525,Perception,137,67
108525,Procedural,123,0
108525,WM,238,0
108828,Action,202,143
108828,LTM,257,0
108828,Perception,174,76
108828,Procedural,123,0
108828,WM,201,0
109123,Action,222,71
109123,LTM,196,0
109123,Perception,227,33
109123,Procedural,121,0
109123,WM,257,0
109325,Action,228,50
109325,LTM,245,0
109325,Perception,162,69
109325,Procedural,123,0
109325,WM,257,0
110411,Action,191,156
110411,LTM,257,0
110411,Perception,230,136
110411,Procedural,123,1
110411,WM,257,0
111312,Action,197,106
111312,LTM,243,0
111312,Perception,256,82
111312,Procedural,123,0
111312,WM,210,0
111413,Action,257,238
111413,LTM,155,0
111413,Perception,198,149
111413,Procedural,113,0
111413,WM,257,0
111716,Action,133,70
111716,LTM,241,0
111716,Perception,257,47
111716,Procedural,123,0
111716,WM,222,0
112819,Action,254,151
112819,LTM,205,0
112819,Perception,192,161
112819,Procedural,123,0
112819,WM,257,0
113215,Action,256,80
113215,LTM,223,0
113215,Perception,192,167
113215,Procedural,123,0
113215,WM,257,0
113619,Action,257,134
113619,LTM,241,0
113619,Perception,191,73
113619,Procedural,120,0
113619,WM,145,0
113821,Action,208,105
113821,LTM,239,0
113821,Perception,241,168
113821,Procedural,112,0
113821,WM,197,0
113922,Action,253,116
113922,LTM,175,0
113922,Perception,257,187
113922,Procedural,74,0
113922,WM,109,0
114419,Action,243,192
114419,LTM,251,0
114419,Perception,171,169
114419,Procedural,123,0
114419,WM,257,0
114924,Action,153,107
114924,LTM,142,0
114924,Perception,173,101
114924,Procedural,123,0
114924,WM,257,0
115320,Action,247,203
115320,LTM,257,0
115320,Perception,208,109
115320,Procedural,121,0
115320,WM,255,0
116524,Action,142,45
116524,LTM,187,0
116524,Perception,122,117
116524,Procedural,83,0
116524,WM,255,0
117122,Action,252,148
117122,LTM,254,0
117122,Perception,126,120
117122,Procedural,120,0
117122,WM,252,0
117324,Action,245,175
117324,LTM,252,0
117324,Perception,138,75
117324,Procedural,120,0
117324,WM,257,0
118528,Action,234,151
118528,LTM,256,0
118528,Perception,206,104
118528,Procedural,121,0
118528,WM,257,0
118730,Action,122,70
118730,LTM,178,0
118730,Perception,254,206
118730,Procedural,120,0
118730,WM,257,0
118932,Action,167,91
118932,LTM,233,2
118932,Perception,121,118
118932,Procedural,123,0
118932,WM,253,0
119833,Action,238,233
119833,LTM,254,7
119833,Perception,257,171
119833,Procedural,122,4
119833,WM,257,0
120111,Action,205,121
120111,LTM,225,0
120111,Perception,234,51
120111,Procedural,103,0
120111,WM,235,0
120212,Action,226,140
120212,LTM,179,0
120212,Perception,155,143
120212,Procedural,119,0
120212,WM,257,0
120515,Action,251,219
120515,LTM,257,0
120515,Perception,147,67
120515,Procedural,123,0
120515,WM,257,0
121315,Action,153,129
121315,LTM,233,0
121315,Perception,209,55
121315,Procedural,123,0
121315,WM,170,0
121618,Action,257,153
121618,LTM,125,0
121618,Perception,225,145
121618,Procedural,123,0
121618,WM,246,0
122317,Action,234,167
122317,LTM,201,4
122317,Perception,208,175
122317,Procedural,123,0
122317,WM,257,0
122620,Action,253,181
122620,LTM,152,0
122620,Perception,257,246
122620,Procedural,123,0
122620,WM,257,0
123117,Action,203,142
123117,LTM,174,0
123117,Perception,240,111
123117,Procedural,104,0
123117,WM,255,0
123420,Action,170,34
123420,LTM,228,0
123420,Perception,142,124
123420,Procedural,123,0
123420,WM,238,0
123925,Action,126,113
123925,LTM,254,0
123925,Perception,212,193
123925,Procedural,123,0
123925,WM,246,0
124220,Action,257,104
124220,LTM,176,0
124220,Perception,231,205
124220,Procedural,123,0
124220,WM,191,0
124422,Action,257,209
124422,LTM,242,0
124422,Perception,224,129
124422,Procedural,120,0
124422,WM,202,0
124826,Action,150,108
124826,LTM,257,0
124826,Perception,215,160
124826,Procedural,117,0
124826,WM,257,0
125525,Action,238,190
125525,LTM,244,0
125525,Perception,257,227
125525,Procedural,116,0
125525,WM,257,0
126325,Action,239,214
126325,LTM,188,0
126325,Perception,137,123
126325,Procedural,120,0
126325,WM,257,0
126628,Action,257,99
126628,LTM,153,0
126628,Perception,248,200
126628,Procedural,123,0
126628,WM,252,0
127630,Action,191,146
127630,LTM,257,0
127630,Perception,199,72
127630,Procedural,117,0
127630,WM,254,0
127933,Action,251,150
127933,LTM,215,0
127933,Perception,199,59
127933,Procedural,123,0
127933,WM,241,0
128127,Action,166,3
128127,LTM,248,0
128127,Perception,256,249
128127,Procedural,123,0
128127,WM,257,0
128329,Action,135,18
128329,LTM,256,0
128329,Perception,182,66
128329,Procedural,118,0
128329,WM,253,0
128632,Action,165,143
128632,LTM,224,0
128632,Perception,254,247
128632,Procedural,123,0
128632,WM,251,0
129028,Action,235,162
129028,LTM,250,0
129028,Perception,245,225
129028,Procedural,123,0
129028,WM,244,0
130013,Action,252,202
130013,LTM,257,0
130013,Perception,253,192
130013,Procedural,123,0
130013,WM,256,0
130316,Action,122,94
130316,LTM,199,0
130316,Perception,257,222
130316,Procedural,123,0
130316,WM,255,0
130922,Action,130,99
130922,LTM,225,0
130922,Perception,181,146
130922,Procedural,121,1
130922,WM,257,0
131217,Action,164,94
