100307,Action,140,114
100307,LTM,229,0
100307,Perception,242,86
100307,Procedural,123,0
100307,WM,204,0
100408,Action,179,100
100408,LTM,153,0
100408,Perception,171,168
100408,Procedural,115,9
100408,WM,228,0
101006,Action,198,114
101006,LTM,246,0
101006,Perception,257,76
101006,Procedural,123,4
101006,WM,192,1
101107,Action,143,107
101107,LTM,244,0
101107,Perception,138,27
101107,Procedural,123,16
101107,WM,149,0
101309,Action,120,66
101309,LTM,166,0
101309,Perception,98,8
101309,Procedural,123,0
101309,WM,167,0
101410,Action,252,65
101410,LTM,152,0
101410,Perception,251,21
101410,Procedural,119,0
101410,WM,257,0
101915,Action,226,6
101915,LTM,256,0
101915,Perception,241,78
101915,Procedural,123,1
101915,WM,155,1
102008,Action,252,130
102008,LTM,126,0
102008,Perception,257,27
102008,Procedural,77,26
102008,WM,257,0
102311,Action,257,0
102311,LTM,251,0
102311,Perception,229,25
102311,Procedural,123,6
102311,WM,256,0
102816,Action,244,2
102816,LTM,183,0
102816,Perception,206,27
102816,Procedural,123,0
102816,WM,231,0
103111,Action,191,40
103111,LTM,71,0
103111,Perception,246,135
103111,Procedural,70,3
103111,WM,257,0
103414,Action,112,33
103414,LTM,108,0
103414,Perception,255,49
103414,Procedural,123,0
103414,WM,132,0
103515,Action,130,99
103515,LTM,195,0
103515,Perception,199,137
103515,Procedural,77,52
103515,WM,249,0
103818,Action,251,143
103818,LTM,229,0
103818,Perception,163,111
103818,Procedural,123,9
103818,WM,144,0
104820,Action,230,190
104820,LTM,183,0
104820,Perception,154,94
104820,Procedural,105,27
104820,WM,126,0
105014,Action,242,214
105014,LTM,225,0
105014,Perception,220,161
105014,Procedural,118,0
105014,WM,257,0
105115,Action,141,87
105115,LTM,130,0
105115,Perception,178,37
105115,Procedural,123,31
105115,WM,191,0
105216,Action,207,44
105216,LTM,195,0
105216,Perception,238,78
105216,Procedural,123,0
105216,WM,147,0
106016,Action,229,48
106016,LTM,136,0
106016,Perception,233,57
106016,Procedural,123,0
106016,WM,231,0
106319,Action,254,29
106319,LTM,227,0
106319,Perception,222,205
106319,Procedural,123,4
106319,WM,257,0
106521,Action,157,96
106521,LTM,257,0
106521,Perception,113,0
106521,Procedural,35,0
106521,WM,162,0
107321,Action,236,148
107321,LTM,141,0
107321,Perception,120,0
107321,Procedural,66,0
107321,WM,257,0
107422,Action,240,43
107422,LTM,170,0
107422,Perception,188,137
107422,Procedural,119,0
107422,WM,136,0
108121,Action,151,30
108121,LTM,249,0
108121,Perception,150,27
108121,Procedural,115,0
108121,WM,257,0
108323,Action,246,168
108323,LTM,177,0
108323,Perception,136,15
108323,Procedural,123,0
108323,WM,124,0
108525,Action,233,84
108525,LTM,228,0
108525,Perception,172,2
108525,Procedural,123,0
108525,WM,155,0
108828,Action,257,151
108828,LTM,225,0
108828,Perception,221,71
108828,Procedural,123,23
108828,WM,204,1
109123,Action,195,99
109123,LTM,220,0
109123,Perception,219,90
109123,Procedural,123,10
109123,WM,254,0
109325,Action,187,16
109325,LTM,161,0
109325,Perception,135,120
109325,Procedural,122,22
109325,WM,140,0
110411,Action,257,160
110411,LTM,107,0
110411,Perception,186,164
110411,Procedural,123,2
110411,WM,156,0
111312,Action,174,55
111312,LTM,112,0
111312,Perception,191,183
111312,Procedural,54,23
111312,WM,257,0
111413,Action,255,82
111413,LTM,257,0
111413,Perception,170,122
111413,Procedural,123,0
111413,WM,255,0
111716,Action,227,47
111716,LTM,156,0
111716,Perception,257,16
111716,Procedural,27,1
111716,WM,257,0
113215,Action,254,79
113215,LTM,124,0
113215,Perception,209,184
113215,Procedural,123,0
113215,WM,257,0
113619,Action,257,87
113619,LTM,190,0
113619,Perception,213,9
113619,Procedural,117,1
113619,WM,169,0
113922,Action,218,99
113922,LTM,223,0
113922,Perception,251,28
113922,Procedural,109,0
113922,WM,257,0
114419,Action,257,58
114419,LTM,227,0
114419,Perception,247,147
114419,Procedural,123,1
114419,WM,218,0
114924,Action,252,122
114924,LTM,186,0
114924,Perception,179,16
114924,Procedural,117,42
114924,WM,125,0
115320,Action,242,185
115320,LTM,172,0
115320,Perception,217,72
115320,Procedural,123,1
115320,WM,117,0
116524,Action,257,55
116524,LTM,246,0
116524,Perception,195,10
116524,Procedural,122,2
116524,WM,134,0
117122,Action,212,1
117122,LTM,175,0
117122,Perception,247,131
117122,Procedural,122,0
117122,WM,187,0
117324,Action,243,22
117324,LTM,214,0
117324,Perception,205,23
117324,Procedural,122,0
117324,WM,257,0
118528,Action,257,208
118528,LTM,237,0
118528,Perception,252,243
118528,Procedural,123,4
118528,WM,257,0
118730,Action,248,18
118730,LTM,134,0
118730,Perception,126,0
118730,Procedural,67,0
118730,WM,257,0
118932,Action,194,165
118932,LTM,175,0
118932,Perception,242,0
118932,Procedural,114,0
118932,WM,145,0
119833,Action,250,145
119833,LTM,132,0
119833,Perception,238,142
119833,Procedural,123,10
119833,WM,253,0
120111,Action,243,1
120111,LTM,257,0
120111,Perception,166,26
120111,Procedural,123,4
120111,WM,257,0
120212,Action,251,199
120212,LTM,60,0
120212,Perception,148,145
120212,Procedural,104,12
120212,WM,257,0
120515,Action,131,0
120515,LTM,246,0
120515,Perception,183,101
120515,Procedural,123,7
120515,WM,212,0
121618,Action,247,44
121618,LTM,63,0
121618,Perception,238,198
121618,Procedural,123,42
121618,WM,257,2
122317,Action,210,1
122317,LTM,257,0
122317,Perception,257,197
122317,Procedural,83,10
122317,WM,257,0
122620,Action,253,120
122620,LTM,186,0
122620,Perception,257,26
122620,Procedural,81,15
122620,WM,257,0
123117,Action,163,153
123117,LTM,142,0
123117,Perception,200,116
123117,Procedural,123,9
123117,WM,128,0
123420,Action,226,108
123420,LTM,256,0
123420,Perception,210,182
123420,Procedural,123,0
123420,WM,232,0
123925,Action,132,30
123925,LTM,256,0
123925,Perception,226,52
123925,Procedural,123,1
123925,WM,140,0
124220,Action,198,139
124220,LTM,133,0
124220,Perception,227,181
124220,Procedural,120,2
124220,WM,196,0
124422,Action,257,213
124422,LTM,224,0
124422,Perception,212,163
124422,Procedural,123,14
124422,WM,257,0
124826,Action,246,28
124826,LTM,231,0
124826,Perception,224,68
124826,Procedural,123,6
124826,WM,228,0
125525,Action,153,44
125525,LTM,189,0
125525,Perception,248,49
125525,Procedural,123,3
125525,WM,248,0
126325,Action,257,216
126325,LTM,205,0
126325,Perception,257,28
126325,Procedural,123,0
126325,WM,133,0
126628,Action,129,0
126628,LTM,107,0
126628,Perception,235,230
126628,Procedural,122,0
126628,WM,128,0
