0.56789,1.0912,0.52133,0.75763,0.59799
0.0026339,0.50506,0.09428,0.375,0.041403
-0.020466,0.63097,-0.10489,-0.40566,0.19795
-0.26561,0.48962,-0.15718,-0.24365,-0.098738
-0.19461,-0.033673,-0.054977,0.86316,-0.17748
-0.39587,0.15859,-0.059573,-0.005891,0.080922
0.088374,0.21072,-0.080094,0.90632,-0.041697
0.16934,0.2681,-0.30794,-0.65114,0.041279
-0.23541,-0.14728,0.092801,0.4716,0.10014
0.26183,0.17992,0.22068,0.13351,-0.096488
0.1802,0.69518,-0.16661,-0.0050858,0.15696
0.10442,0.38564,0.015027,0.1069,0.14263
0.040596,0.16825,0.19492,-0.057542,0.046508
-0.18926,0.42985,0.19006,0.2254,-0.21086
0.3035,1.0675,-0.025708,1.1339,0.23219
-0.46435,0.47606,0.48651,0.19986,0.25784
0.17145,1.006,0.21861,0.27842,0.15437
-0.028413,0.50897,0.026861,0.49677,0.51635
0.52243,0.68945,0.098549,-0.14095,0.34474
-0.32842,0.22289,0.20421,-0.48198,0.13444
-0.095914,0.5939,-0.33386,0.37252,0.18088
0.12721,0.11801,-0.0051259,-0.32536,0.21586
-0.18591,0.19492,-0.33806,-0.67656,-0.036331
0.08205,-0.30163,-0.13396,-0.23898,0.056707
-0.18795,0.24971,-0.11018,0.40439,-0.31967
0.38599,-0.49586,-0.11391,0.011844,0.055601
0.041045,-0.24635,0.12617,-0.19833,0.097612
0.084827,-0.24585,-0.056868,-0.067938,-0.152
0.058027,-0.067232,0.26331,-0.32436,-0.17112
0.13568,-0.35406,0.12015,0.2455,0.056103
0.073458,-0.10226,0.034608,-0.69413,-0.094154
0.27693,-0.029736,0.32877,-0.29601,-0.058035
0.23533,-0.51899,0.062304,-0.14375,0.09349
0.018208,0.28386,0.15661,0.77051,0.056255
0.14082,0.011221,0.24686,-0.36837,0.22915
0.2987,-0.41249,0.035334,-0.070712,-0.27482
-0.072736,0.35754,0.049229,-0.10399,-0.16719
0.11641,-0.29578,0.1256,0.011885,-0.24283
0.14438,-0.25131,0.015872,-0.21717,-0.49137
-0.098347,-0.49051,-0.16722,-0.74844,-0.22898
0.20748,-0.40366,0.21084,1.2171,0.045399
0.095588,-0.1115,0.13503,-0.23824,0.0039946
0.089829,-0.35846,0.034734,-0.41249,-0.081491
0.15332,-0.12378,0.082374,-0.072869,0.32213
0.26911,0.14693,-0.13899,0.74647,0.030754
-0.1278,0.0016968,0.33588,-0.33244,0.37299
0.19799,-0.03193,-0.16866,-0.15897,0.07902
0.19667,0.29984,-0.10837,0.10213,0.35764
0.0056508,0.16059,-0.25967,0.13731,0.1357
0.15483,-0.26588,-0.31728,0.098575,-0.14754
-0.24371,0.030825,-0.29786,-0.60894,0.00096177
0.23893,0.056754,-0.36812,0.66471,0.036741
-0.052994,-0.19679,-0.18855,-0.20185,-0.41117
-0.24601,-0.46166,-0.064247,-0.3869,-0.18185
-0.2438,-0.31877,-0.44614,-0.11067,-0.11387
-0.31148,-0.12808,-0.45464,-0.49389,-0.033753
-0.3719,-0.53274,-0.41133,-0.039437,-0.50567
-0.35697,-0.83356,-0.2415,-0.99923,-0.27197
-0.58278,-0.90551,-0.40897,-0.69254,-0.075564
-0.089616,-0.62406,-0.10812,-0.54077,-0.073993
-0.17491,0.030194,-0.26146,0.031002,-0.11207
-0.024412,-0.26128,-0.29205,0.047408,-0.47675
-0.16853,-0.33838,-0.27347,-0.0084982,-0.53649
-0.76171,-0.14374,-0.18785,-0.60375,-0.69745
-0.074035,0.016095,-0.085423,-0.79434,-0.43389
-0.21041,-0.057487,-0.12943,-0.13,-0.31016
-0.096199,-0.31276,-0.18642,-0.27545,-0.28954
-0.18263,-0.060989,-0.31261,-0.89733,-0.1728
-0.070291,-0.36634,-0.57037,-0.035687,-0.28292
-0.061777,-0.73093,-0.6801,-0.097141,-0.078632
-0.26203,0.15709,-0.31642,-0.32535,0.18619
-0.40095,-0.33744,-0.19949,-1.3063,0.61075
