0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
3.1932e-06,-3.8942e-07,0.000129,-1.3065e-07,-8.164e-06
0.0003444,1.9416e-05,0.0052671,6.5134e-06,0.00038665
0.0038475,0.00094764,0.035337,0.00031707,0.0076832
0.016831,0.0083644,0.10879,0.0027816,0.041025
0.043476,0.034977,0.22333,0.011537,0.11762
0.081371,0.093524,0.36083,0.030566,0.23483
0.12366,0.18647,0.4969,0.060383,0.37201
0.16212,0.30302,0.60695,0.097241,0.50033
0.19136,0.42336,0.68809,0.13461,0.59641
0.21269,0.52834,0.75266,0.16636,0.65835
0.23069,0.60985,0.80932,0.19014,0.70038
0.24759,0.67123,0.85804,0.2074,0.73497
0.26175,0.71908,0.8887,0.22046,0.76339
0.26912,0.75557,0.89379,0.22999,0.77575
0.26893,0.77726,0.88422,0.23479,0.76652
0.26564,0.78168,0.87633,0.23411,0.74578
0.26429,0.77378,0.87774,0.22983,0.72986
0.26632,0.76353,0.8858,0.22538,0.72721
0.26901,0.7584,0.8863,0.22315,0.73289
0.26796,0.75802,0.87335,0.22278,0.73226
0.26314,0.75589,0.85833,0.22189,0.71971
0.25897,0.74802,0.85333,0.21919,0.70522
0.25896,0.73804,0.86086,0.21602,0.70134
0.26286,0.73305,0.87389,0.21476,0.71138
0.26656,0.73672,0.87152,0.21647,0.72627
0.26268,0.74433,0.83212,0.21933,0.72373
0.24578,0.74162,0.75221,0.21842,0.68202
0.2175,0.71276,0.65292,0.20857,0.59991
0.18669,0.65363,0.57058,0.18882,0.5045
0.16402,0.57835,0.53054,0.16441,0.43752
0.15425,0.5138,0.5336,0.14446,0.42598
0.15402,0.48302,0.55949,0.13621,0.4647
0.15655,0.49114,0.59117,0.14069,0.52626
0.15894,0.5273,0.62882,0.15387,0.5894
0.16317,0.57756,0.67602,0.17103,0.65061
0.17093,0.63439,0.72731,0.18985,0.7127
0.17989,0.69436,0.76554,0.20933,0.76949
0.18562,0.75106,0.78622,0.22735,0.80691
0.18799,0.79546,0.80067,0.24088,0.82264
0.19065,0.82414,0.81801,0.24896,0.82931
0.19517,0.84199,0.83317,0.25349,0.83723
0.19854,0.85455,0.83513,0.25641,0.84163
0.19836,0.86154,0.82829,0.25757,0.83507
0.19672,0.8606,0.82479,0.25617,0.82233
0.19694,0.85431,0.82911,0.25323,0.81526
0.19867,0.84894,0.82985,0.25092,0.81595
0.19834,0.84632,0.8203,0.24978,0.81345
0.19541,0.8425,0.80979,0.24832,0.80297
0.19327,0.83503,0.80869,0.24574,0.79327
0.19438,0.82773,0.81571,0.24341,0.79436
0.1964,0.82584,0.81078,0.24308,0.80172
0.1925,0.82681,0.77179,0.24369,0.79181
0.17754,0.81685,0.69456,0.24039,0.74044
0.15283,0.77922,0.59121,0.22762,0.64329
0.1239,0.70615,0.47749,0.20323,0.51611
0.095742,0.60286,0.36525,0.16952,0.38102
0.070737,0.4827,0.26213,0.13131,0.25526
0.049517,0.36018,0.17331,0.093411,0.14854
0.032216,0.24684,0.10202,0.059382,0.065161
0.018893,0.15023,0.049134,0.031352,0.0059944
0.0093737,0.074248,0.013276,0.010252,-0.030708
0.0031552,0.019712,-0.008405,-0.0039565,-0.048742
-0.00046535,-0.015081,-0.019266,-0.012057,-0.052978
-0.0022003,-0.033508,-0.022533,-0.015298,-0.048274
-0.0026663,-0.039686,-0.021001,-0.015093,-0.038759
-0.0023632,-0.037682,-0.016918,-0.012775,-0.02756
-0.0016801,-0.031016,-0.01194,-0.0094561,-0.016816
-0.00089858,-0.022438,-0.0071577,-0.0059672,-0.0077982
-0.00019677,-0.013882,-0.0031782,-0.0028573,-0.0010727
0.00033494,-0.0065299,-0.00024468,-0.00042426,0.0033155
0.00067065,-0.00094873,0.0016435,0.0012342,0.0056535
0.00082524,0.0027547,0.0026297,0.0021623,0.0063943
0.00083533,0.0047698,0.0029235,0.0024885,0.0060324
0.00074568,0.0054439,0.0027465,0.0023777,0.0050224
0.0006146,0.0051778,0.0027488,0.0019966,0.0037903
0.0010461,0.0045628,0.010557,0.0015612,0.0046518
0.0052919,0.0062949,0.046704,0.0019759,0.019678
0.018777,0.019485,0.12539,0.0062379,0.071037
0.043427,0.059344,0.23951,0.019228,0.17156
0.074559,0.13681,0.36348,0.044234,0.30843
0.10426,0.24745,0.47533,0.079504,0.45018
0.12847,0.37354,0.57273,0.11912,0.57297
0.14859,0.49665,0.6604,0.15715,0.6728
0.16686,0.60726,0.73654,0.19073,0.75506
0.18193,0.70255,0.78749,0.21915,0.81785
0.19044,0.77862,0.81111,0.24118,0.8515
0.19317,0.83,0.8218,0.255,0.85749
0.1947,0.85684,0.83244,0.26088,0.85169
0.19772,0.86753,0.84216,0.26186,0.84815
0.20005,0.87133,0.83996,0.26112,0.8451
0.19895,0.87071,0.82857,0.25937,0.83402
0.19609,0.86389,0.82071,0.2559,0.81744
0.19518,0.85285,0.8226,0.25144,0.80711
0.19655,0.84382,0.82446,0.2481,0.80698
0.19684,0.83953,0.81811,0.24668,0.80715
0.19493,0.83659,0.81059,0.24583,0.80128
0.19355,0.83188,0.81138,0.24445,0.79566
0.19503,0.82784,0.81983,0.24341,0.79921
0.1974,0.82872,0.817,0.24412,0.80817
0.19413,0.83191,0.7806,0.24552,0.80027
0.18004,0.82379,0.70639,0.24286,0.75146
0.15716,0.78783,0.61604,0.23066,0.65842
0.1349,0.71875,0.54586,0.2076,0.54689
0.12422,0.62949,0.51992,0.17858,0.45829
