Subject	Action-to-Action	Action-to-LTM	Action-to-Perception	Action-to-Procedural	Action-to-WM	LTM-to-Action	LTM-to-LTM	LTM-to-Perception	LTM-to-Procedural	LTM-to-WM	Perception-to-Action	Perception-to-LTM	Perception-to-Perception	Perception-to-Procedural	Perception-to-WM	Procedural-to-Action	Procedural-to-LTM	Procedural-to-Perception	Procedural-to-Procedural	Procedural-to-WM	WM-to-Action	WM-to-LTM	WM-to-Perception	WM-to-Procedural	WM-to-WM	
100307	-0.371027	0.000000	-0.234765	0.000000	0.000000	0.000000	-0.044908	0.000000	0.000000	-0.069275	0.295189	0.000000	0.054042	0.000000	0.410684	0.000000	0.000000	0.000000	-0.181031	-0.437586	-0.306029	0.060790	0.164530	0.257857	-0.045045	
100408	-0.277779	0.000000	-0.355112	0.000000	0.000000	0.000000	0.011482	0.000000	0.000000	0.007823	-0.127190	0.000000	0.056279	0.000000	0.195105	0.000000	0.000000	0.000000	-0.066661	0.004112	0.564099	-0.066114	-0.407239	0.208665	-0.058100	
101006	0.020416	0.000000	0.035373	0.000000	0.000000	0.000000	0.004576	0.000000	0.000000	0.038880	-0.030543	0.000000	0.012986	0.000000	0.195117	0.000000	0.000000	0.000000	-0.077104	-0.090742	0.032438	-0.106899	0.341188	0.235308	-0.052363	
101107	-0.092777	0.000000	0.047343	0.000000	0.000000	0.000000	-0.020933	0.000000	0.000000	0.081406	0.095760	0.000000	0.164882	0.000000	0.303941	0.000000	0.000000	0.000000	-0.113277	0.171955	0.245273	0.187970	0.109201	0.379386	-0.099174	
101309	-0.353885	0.000000	0.067412	0.000000	0.000000	0.000000	-0.144753	0.000000	0.000000	0.123566	-0.579577	0.000000	0.060049	0.000000	0.468484	0.000000	0.000000	0.000000	-0.137260	0.228607	0.100139	0.188902	-0.018691	0.364684	-0.149505	
101410	-0.094945	0.000000	-0.037627	0.000000	0.000000	0.000000	0.044755	0.000000	0.000000	0.027159	0.062038	0.000000	-0.098446	0.000000	0.321636	0.000000	0.000000	0.000000	-0.159453	-0.121446	-0.037632	-0.095284	0.253610	0.231681	-0.107891	
101915	-0.051257	0.000000	0.264822	0.000000	0.000000	0.000000	-0.091043	0.000000	0.000000	-0.037580	-0.173810	0.000000	0.268470	0.000000	0.306357	0.000000	0.000000	0.000000	-0.283335	-0.185081	0.245241	0.273574	0.203800	0.466328	-0.099270	
102008	-0.027818	0.000000	-0.140062	0.000000	0.000000	0.000000	0.003116	0.000000	0.000000	0.034557	0.043164	0.000000	-0.114611	0.000000	0.416252	0.000000	0.000000	0.000000	-0.017421	-0.212083	0.124148	-0.023607	-0.445809	0.183044	0.057688	
102311	-0.182071	0.000000	0.247170	0.000000	0.000000	0.000000	0.030701	0.000000	0.000000	-0.107718	0.287401	0.000000	-0.221826	0.000000	0.401921	0.000000	0.000000	0.000000	-0.041539	-0.173252	-0.212178	0.143140	0.209698	0.190763	-0.021122	
102816	-0.081749	0.000000	-0.013193	0.000000	0.000000	0.000000	-0.050879	0.000000	0.000000	0.021969	-0.174170	0.000000	-0.043769	0.000000	0.395171	0.000000	0.000000	0.000000	0.001599	0.031142	0.204309	0.200065	0.156810	0.308148	-0.072599	
